"","state","abbrev","county","State","stateid","GEOid2","GEOid","constreat"
"2394","South Dakota","SD","Clay","SD",37,46027,"0500000US46027",0
"2395","South Dakota","SD","Codington","SD",37,46029,"0500000US46029",0
"2396","South Dakota","SD","Corson","SD",37,46031,"0500000US46031",0
"2397","South Dakota","SD","Custer","SD",37,46033,"0500000US46033",0
"2398","South Dakota","SD","Davison","SD",37,46035,"0500000US46035",0
"2399","South Dakota","SD","Day","SD",37,46037,"0500000US46037",0
"2400","South Dakota","SD","Deuel","SD",37,46039,"0500000US46039",0
"2401","South Dakota","SD","Brown","SD",37,46013,"0500000US46013",0
"2402","South Dakota","SD","Union","SD",37,46127,"0500000US46127",0
"2403","South Dakota","SD","Walworth","SD",37,46129,"0500000US46129",0
"2404","South Dakota","SD","Yankton","SD",37,46135,"0500000US46135",0
"2405","South Dakota","SD","Ziebach","SD",37,46137,"0500000US46137",0
"2406","South Dakota","SD","Charles Mix","SD",37,46023,"0500000US46023",0
"2407","South Dakota","SD","Lawrence","SD",37,46081,"0500000US46081",0
"2408","South Dakota","SD","Lincoln","SD",37,46083,"0500000US46083",0
"2409","South Dakota","SD","Aurora","SD",37,46003,"0500000US46003",0
"2410","South Dakota","SD","Beadle","SD",37,46005,"0500000US46005",0
"2411","South Dakota","SD","Bennett","SD",37,46007,"0500000US46007",0
"2412","South Dakota","SD","Bon Homme","SD",37,46009,"0500000US46009",0
"2413","South Dakota","SD","Brookings","SD",37,46011,"0500000US46011",0
"2414","South Dakota","SD","Campbell","SD",37,46021,"0500000US46021",0
"2415","South Dakota","SD","Brule","SD",37,46015,"0500000US46015",0
"2416","South Dakota","SD","Buffalo","SD",37,46017,"0500000US46017",0
"2417","South Dakota","SD","Butte","SD",37,46019,"0500000US46019",0
"2418","South Dakota","SD","Clark","SD",37,46025,"0500000US46025",0
"2419","Tennessee","TN","Hardin","TN",54,47071,"0500000US47071",0
"2420","Tennessee","TN","Anderson","TN",54,47001,"0500000US47001",0
"2421","Tennessee","TN","Benton","TN",54,47005,"0500000US47005",0
"2422","Tennessee","TN","Bledsoe","TN",54,47007,"0500000US47007",0
"2423","Tennessee","TN","Blount","TN",54,47009,"0500000US47009",0
"2424","Tennessee","TN","Bradley","TN",54,47011,"0500000US47011",0
"2425","Tennessee","TN","Campbell","TN",54,47013,"0500000US47013",0
"2426","Tennessee","TN","Cannon","TN",54,47015,"0500000US47015",0
"2427","Tennessee","TN","Carroll","TN",54,47017,"0500000US47017",0
"2428","Tennessee","TN","Carter","TN",54,47019,"0500000US47019",0
"2429","Tennessee","TN","Cheatham","TN",54,47021,"0500000US47021",0
"2430","Tennessee","TN","Chester","TN",54,47023,"0500000US47023",0
"2431","Tennessee","TN","Claiborne","TN",54,47025,"0500000US47025",0
"2432","Tennessee","TN","Clay","TN",54,47027,"0500000US47027",0
"2433","Tennessee","TN","Bedford","TN",54,47003,"0500000US47003",0
"2434","Tennessee","TN","Grainger","TN",54,47057,"0500000US47057",0
"2435","Tennessee","TN","Greene","TN",54,47059,"0500000US47059",0
"2436","Tennessee","TN","Grundy","TN",54,47061,"0500000US47061",0
"2437","Tennessee","TN","Hamblen","TN",54,47063,"0500000US47063",0
"2438","Tennessee","TN","Hamilton","TN",54,47065,"0500000US47065",0
"2439","Tennessee","TN","Hancock","TN",54,47067,"0500000US47067",0
"2440","Tennessee","TN","Hardeman","TN",54,47069,"0500000US47069",0
"2441","Tennessee","TN","Scott","TN",54,47151,"0500000US47151",0
"2442","Tennessee","TN","Sequatchie","TN",54,47153,"0500000US47153",0
"2443","Tennessee","TN","Sevier","TN",54,47155,"0500000US47155",0
"2444","Tennessee","TN","Shelby","TN",54,47157,"0500000US47157",0
"2445","Tennessee","TN","Smith","TN",54,47159,"0500000US47159",0
"2446","Tennessee","TN","Stewart","TN",54,47161,"0500000US47161",0
"2447","Tennessee","TN","Sullivan","TN",54,47163,"0500000US47163",0
"2448","Tennessee","TN","Sumner","TN",54,47165,"0500000US47165",0
"2449","Tennessee","TN","Tipton","TN",54,47167,"0500000US47167",0
"2450","Tennessee","TN","Trousdale","TN",54,47169,"0500000US47169",0
"2451","Tennessee","TN","Unicoi","TN",54,47171,"0500000US47171",0
"2452","Tennessee","TN","Union","TN",54,47173,"0500000US47173",0
"2453","Tennessee","TN","Van Buren","TN",54,47175,"0500000US47175",0
"2454","Tennessee","TN","Warren","TN",54,47177,"0500000US47177",0
"2455","Tennessee","TN","Washington","TN",54,47179,"0500000US47179",0
"2456","Tennessee","TN","Wayne","TN",54,47181,"0500000US47181",0
"2457","Tennessee","TN","Weakley","TN",54,47183,"0500000US47183",0
"2458","Tennessee","TN","White","TN",54,47185,"0500000US47185",0
"2459","Tennessee","TN","Williamson","TN",54,47187,"0500000US47187",0
"2460","Tennessee","TN","Wilson","TN",54,47189,"0500000US47189",0
"2461","Tennessee","TN","Madison","TN",54,47113,"0500000US47113",0
"2462","Tennessee","TN","Cocke","TN",54,47029,"0500000US47029",0
"2463","Tennessee","TN","Coffee","TN",54,47031,"0500000US47031",0
"2464","Tennessee","TN","Crockett","TN",54,47033,"0500000US47033",0
"2465","Tennessee","TN","Cumberland","TN",54,47035,"0500000US47035",0
"2466","Tennessee","TN","Davidson","TN",54,47037,"0500000US47037",0
"2467","Tennessee","TN","DeKalb","TN",54,47041,"0500000US47041",0
"2468","Tennessee","TN","Decatur","TN",54,47039,"0500000US47039",0
"2469","Tennessee","TN","Dickson","TN",54,47043,"0500000US47043",0
"2470","Tennessee","TN","Dyer","TN",54,47045,"0500000US47045",0
"2471","Tennessee","TN","Fayette","TN",54,47047,"0500000US47047",0
"2472","Tennessee","TN","Fentress","TN",54,47049,"0500000US47049",0
"2473","Tennessee","TN","Franklin","TN",54,47051,"0500000US47051",0
"2474","Tennessee","TN","Gibson","TN",54,47053,"0500000US47053",0
"2475","Tennessee","TN","Giles","TN",54,47055,"0500000US47055",0
"2476","Tennessee","TN","Polk","TN",54,47139,"0500000US47139",0
"2477","Tennessee","TN","Putnam","TN",54,47141,"0500000US47141",0
"2478","Tennessee","TN","Rhea","TN",54,47143,"0500000US47143",0
"2479","Tennessee","TN","Roane","TN",54,47145,"0500000US47145",0
"2480","Tennessee","TN","Robertson","TN",54,47147,"0500000US47147",0
"2481","Tennessee","TN","Rutherford","TN",54,47149,"0500000US47149",0
"2482","Tennessee","TN","Lauderdale","TN",54,47097,"0500000US47097",0
"2483","Tennessee","TN","Hawkins","TN",54,47073,"0500000US47073",0
"2484","Tennessee","TN","Haywood","TN",54,47075,"0500000US47075",0
"2485","Tennessee","TN","Henderson","TN",54,47077,"0500000US47077",0
"2486","Tennessee","TN","Henry","TN",54,47079,"0500000US47079",0
"2487","Tennessee","TN","Hickman","TN",54,47081,"0500000US47081",0
"2488","Tennessee","TN","Houston","TN",54,47083,"0500000US47083",0
"2489","Tennessee","TN","Humphreys","TN",54,47085,"0500000US47085",0
"2490","Tennessee","TN","Jackson","TN",54,47087,"0500000US47087",0
"2491","Tennessee","TN","Jefferson","TN",54,47089,"0500000US47089",0
"2492","Tennessee","TN","Johnson","TN",54,47091,"0500000US47091",0
"2493","Tennessee","TN","Knox","TN",54,47093,"0500000US47093",0
"2494","Tennessee","TN","Lake","TN",54,47095,"0500000US47095",0
"2495","Tennessee","TN","Monroe","TN",54,47123,"0500000US47123",0
"2496","Tennessee","TN","Lawrence","TN",54,47099,"0500000US47099",0
"2497","Tennessee","TN","Lewis","TN",54,47101,"0500000US47101",0
"2498","Tennessee","TN","Lincoln","TN",54,47103,"0500000US47103",0
"2499","Tennessee","TN","Loudon","TN",54,47105,"0500000US47105",0
"2500","Tennessee","TN","Macon","TN",54,47111,"0500000US47111",0
"2501","Tennessee","TN","Perry","TN",54,47135,"0500000US47135",0
"2502","Tennessee","TN","Marion","TN",54,47115,"0500000US47115",0
"2503","Tennessee","TN","Marshall","TN",54,47117,"0500000US47117",0
"2504","Tennessee","TN","Maury","TN",54,47119,"0500000US47119",0
"2505","Tennessee","TN","McMinn","TN",54,47107,"0500000US47107",0
"2506","Tennessee","TN","McNairy","TN",54,47109,"0500000US47109",0
"2507","Tennessee","TN","Meigs","TN",54,47121,"0500000US47121",0
"2508","Tennessee","TN","Obion","TN",54,47131,"0500000US47131",0
"2509","Tennessee","TN","Montgomery","TN",54,47125,"0500000US47125",0
"2510","Tennessee","TN","Moore","TN",54,47127,"0500000US47127",0
"2511","Tennessee","TN","Morgan","TN",54,47129,"0500000US47129",0
"2512","Tennessee","TN","Overton","TN",54,47133,"0500000US47133",0
"2513","Tennessee","TN","Pickett","TN",54,47137,"0500000US47137",0
"2514","Texas","TX","Brewster","TX",49,48043,"0500000US48043",0
"2515","Texas","TX","Anderson","TX",49,48001,"0500000US48001",0
"2516","Texas","TX","Blanco","TX",49,48031,"0500000US48031",0
"2517","Texas","TX","Borden","TX",49,48033,"0500000US48033",0
"2518","Texas","TX","Bosque","TX",49,48035,"0500000US48035",0
"2519","Texas","TX","Bowie","TX",49,48037,"0500000US48037",0
"2520","Texas","TX","Brazoria","TX",49,48039,"0500000US48039",0
"2521","Texas","TX","Brazos","TX",49,48041,"0500000US48041",0
"2522","Texas","TX","Denton","TX",49,48121,"0500000US48121",0
"2523","Texas","TX","Briscoe","TX",49,48045,"0500000US48045",0
"2524","Texas","TX","Brooks","TX",49,48047,"0500000US48047",0
"2525","Texas","TX","Brown","TX",49,48049,"0500000US48049",0
"2526","Texas","TX","Burleson","TX",49,48051,"0500000US48051",0
"2527","Texas","TX","Burnet","TX",49,48053,"0500000US48053",0
"2528","Texas","TX","Caldwell","TX",49,48055,"0500000US48055",0
"2529","Texas","TX","Calhoun","TX",49,48057,"0500000US48057",0
"2530","Texas","TX","Callahan","TX",49,48059,"0500000US48059",0
"2531","Texas","TX","Cameron","TX",49,48061,"0500000US48061",0
"2532","Texas","TX","Camp","TX",49,48063,"0500000US48063",0
"2533","Texas","TX","Carson","TX",49,48065,"0500000US48065",1
"2534","Texas","TX","Cass","TX",49,48067,"0500000US48067",0
"2535","Texas","TX","Castro","TX",49,48069,"0500000US48069",1
"2536","Texas","TX","Chambers","TX",49,48071,"0500000US48071",0
"2537","Texas","TX","Cherokee","TX",49,48073,"0500000US48073",0
"2538","Texas","TX","Childress","TX",49,48075,"0500000US48075",1
"2539","Texas","TX","Clay","TX",49,48077,"0500000US48077",0
"2540","Texas","TX","Cochran","TX",49,48079,"0500000US48079",0
"2541","Texas","TX","Coke","TX",49,48081,"0500000US48081",0
"2542","Texas","TX","Andrews","TX",49,48003,"0500000US48003",0
"2543","Texas","TX","Angelina","TX",49,48005,"0500000US48005",0
"2544","Texas","TX","Aransas","TX",49,48007,"0500000US48007",0
"2545","Texas","TX","Archer","TX",49,48009,"0500000US48009",0
"2546","Texas","TX","Armstrong","TX",49,48011,"0500000US48011",1
"2547","Texas","TX","Atascosa","TX",49,48013,"0500000US48013",0
"2548","Texas","TX","Austin","TX",49,48015,"0500000US48015",0
"2549","Texas","TX","Bailey","TX",49,48017,"0500000US48017",1
"2550","Texas","TX","Bandera","TX",49,48019,"0500000US48019",0
"2551","Texas","TX","Bastrop","TX",49,48021,"0500000US48021",0
"2552","Texas","TX","Baylor","TX",49,48023,"0500000US48023",0
"2553","Texas","TX","Bee","TX",49,48025,"0500000US48025",0
"2554","Texas","TX","Bell","TX",49,48027,"0500000US48027",0
"2555","Texas","TX","Bexar","TX",49,48029,"0500000US48029",0
"2556","Texas","TX","Dallam","TX",49,48111,"0500000US48111",1
"2557","Texas","TX","Dallas","TX",49,48113,"0500000US48113",0
"2558","Texas","TX","Dawson","TX",49,48115,"0500000US48115",0
"2559","Texas","TX","DeWitt","TX",49,48123,"0500000US48123",0
"2560","Texas","TX","Deaf Smith","TX",49,48117,"0500000US48117",1
"2561","Texas","TX","Delta","TX",49,48119,"0500000US48119",0
"2562","Texas","TX","Harrison","TX",49,48203,"0500000US48203",0
"2563","Texas","TX","Hartley","TX",49,48205,"0500000US48205",1
"2564","Texas","TX","Haskell","TX",49,48207,"0500000US48207",0
"2565","Texas","TX","Hays","TX",49,48209,"0500000US48209",0
"2566","Texas","TX","Hemphill","TX",49,48211,"0500000US48211",0
"2567","Texas","TX","Henderson","TX",49,48213,"0500000US48213",0
"2568","Texas","TX","Hidalgo","TX",49,48215,"0500000US48215",0
"2569","Texas","TX","Hill","TX",49,48217,"0500000US48217",0
"2570","Texas","TX","Hockley","TX",49,48219,"0500000US48219",0
"2571","Texas","TX","Hood","TX",49,48221,"0500000US48221",0
"2572","Texas","TX","Hopkins","TX",49,48223,"0500000US48223",0
"2573","Texas","TX","Houston","TX",49,48225,"0500000US48225",0
"2574","Texas","TX","Howard","TX",49,48227,"0500000US48227",0
"2575","Texas","TX","Hudspeth","TX",49,48229,"0500000US48229",0
"2576","Texas","TX","Hunt","TX",49,48231,"0500000US48231",0
"2577","Texas","TX","Hutchinson","TX",49,48233,"0500000US48233",1
"2578","Texas","TX","Irion","TX",49,48235,"0500000US48235",0
"2579","Texas","TX","Jack","TX",49,48237,"0500000US48237",0
"2580","Texas","TX","Jackson","TX",49,48239,"0500000US48239",0
"2581","Texas","TX","Jasper","TX",49,48241,"0500000US48241",0
"2582","Texas","TX","Jeff Davis","TX",49,48243,"0500000US48243",0
"2583","Texas","TX","Jefferson","TX",49,48245,"0500000US48245",0
"2584","Texas","TX","Jim Hogg","TX",49,48247,"0500000US48247",0
"2585","Texas","TX","Jim Wells","TX",49,48249,"0500000US48249",0
"2586","Texas","TX","Johnson","TX",49,48251,"0500000US48251",0
"2587","Texas","TX","Jones","TX",49,48253,"0500000US48253",0
"2588","Texas","TX","Karnes","TX",49,48255,"0500000US48255",0
"2589","Texas","TX","Kaufman","TX",49,48257,"0500000US48257",0
"2590","Texas","TX","Kendall","TX",49,48259,"0500000US48259",0
"2591","Texas","TX","Kenedy","TX",49,48261,"0500000US48261",0
"2592","Texas","TX","Kent","TX",49,48263,"0500000US48263",0
"2593","Texas","TX","Kerr","TX",49,48265,"0500000US48265",0
"2594","Texas","TX","Kimble","TX",49,48267,"0500000US48267",0
"2595","Texas","TX","King","TX",49,48269,"0500000US48269",0
"2596","Texas","TX","Kinney","TX",49,48271,"0500000US48271",0
"2597","Texas","TX","Kleberg","TX",49,48273,"0500000US48273",0
"2598","Texas","TX","Knox","TX",49,48275,"0500000US48275",0
"2599","Texas","TX","La Salle","TX",49,48283,"0500000US48283",0
"2600","Texas","TX","Lamar","TX",49,48277,"0500000US48277",0
"2601","Texas","TX","Lamb","TX",49,48279,"0500000US48279",1
"2602","Texas","TX","Lampasas","TX",49,48281,"0500000US48281",0
"2603","Texas","TX","Lavaca","TX",49,48285,"0500000US48285",0
"2604","Texas","TX","Lee","TX",49,48287,"0500000US48287",0
"2605","Texas","TX","Leon","TX",49,48289,"0500000US48289",0
"2606","Texas","TX","Liberty","TX",49,48291,"0500000US48291",0
"2607","Texas","TX","Limestone","TX",49,48293,"0500000US48293",0
"2608","Texas","TX","Lipscomb","TX",49,48295,"0500000US48295",1
"2609","Texas","TX","Live Oak","TX",49,48297,"0500000US48297",0
"2610","Texas","TX","Llano","TX",49,48299,"0500000US48299",0
"2611","Texas","TX","Loving","TX",49,48301,"0500000US48301",0
"2612","Texas","TX","Lubbock","TX",49,48303,"0500000US48303",0
"2613","Texas","TX","Lynn","TX",49,48305,"0500000US48305",0
"2614","Texas","TX","Madison","TX",49,48313,"0500000US48313",0
"2615","Texas","TX","Marion","TX",49,48315,"0500000US48315",0
"2616","Texas","TX","Martin","TX",49,48317,"0500000US48317",0
"2617","Texas","TX","Mason","TX",49,48319,"0500000US48319",0
"2618","Texas","TX","Matagorda","TX",49,48321,"0500000US48321",0
"2619","Texas","TX","Maverick","TX",49,48323,"0500000US48323",0
"2620","Texas","TX","McCulloch","TX",49,48307,"0500000US48307",0
"2621","Texas","TX","McLennan","TX",49,48309,"0500000US48309",0
"2622","Texas","TX","McMullen","TX",49,48311,"0500000US48311",0
"2623","Texas","TX","Coleman","TX",49,48083,"0500000US48083",0
"2624","Texas","TX","Collin","TX",49,48085,"0500000US48085",0
"2625","Texas","TX","Collingsworth","TX",49,48087,"0500000US48087",1
"2626","Texas","TX","Colorado","TX",49,48089,"0500000US48089",0
"2627","Texas","TX","Comal","TX",49,48091,"0500000US48091",0
"2628","Texas","TX","Comanche","TX",49,48093,"0500000US48093",0
"2629","Texas","TX","Concho","TX",49,48095,"0500000US48095",0
"2630","Texas","TX","Cooke","TX",49,48097,"0500000US48097",0
"2631","Texas","TX","Coryell","TX",49,48099,"0500000US48099",0
"2632","Texas","TX","Cottle","TX",49,48101,"0500000US48101",0
"2633","Texas","TX","Crane","TX",49,48103,"0500000US48103",0
"2634","Texas","TX","Crockett","TX",49,48105,"0500000US48105",0
"2635","Texas","TX","Crosby","TX",49,48107,"0500000US48107",0
"2636","Texas","TX","Culberson","TX",49,48109,"0500000US48109",0
"2637","Texas","TX","Nolan","TX",49,48353,"0500000US48353",0
"2638","Texas","TX","Nueces","TX",49,48355,"0500000US48355",0
"2639","Texas","TX","Ochiltree","TX",49,48357,"0500000US48357",1
"2640","Texas","TX","Oldham","TX",49,48359,"0500000US48359",1
"2641","Texas","TX","Orange","TX",49,48361,"0500000US48361",0
"2642","Texas","TX","Palo Pinto","TX",49,48363,"0500000US48363",0
"2643","Texas","TX","Panola","TX",49,48365,"0500000US48365",0
"2644","Texas","TX","Parker","TX",49,48367,"0500000US48367",0
"2645","Texas","TX","Parmer","TX",49,48369,"0500000US48369",1
"2646","Texas","TX","Pecos","TX",49,48371,"0500000US48371",0
"2647","Texas","TX","Polk","TX",49,48373,"0500000US48373",0
"2648","Texas","TX","Potter","TX",49,48375,"0500000US48375",0
"2649","Texas","TX","Presidio","TX",49,48377,"0500000US48377",0
"2650","Texas","TX","Rains","TX",49,48379,"0500000US48379",0
"2651","Texas","TX","Randall","TX",49,48381,"0500000US48381",0
"2652","Texas","TX","Reagan","TX",49,48383,"0500000US48383",0
"2653","Texas","TX","Real","TX",49,48385,"0500000US48385",0
"2654","Texas","TX","Red River","TX",49,48387,"0500000US48387",0
"2655","Texas","TX","Reeves","TX",49,48389,"0500000US48389",0
"2656","Texas","TX","Refugio","TX",49,48391,"0500000US48391",0
"2657","Texas","TX","Roberts","TX",49,48393,"0500000US48393",1
"2658","Texas","TX","Robertson","TX",49,48395,"0500000US48395",0
"2659","Texas","TX","Rockwall","TX",49,48397,"0500000US48397",0
"2660","Texas","TX","Runnels","TX",49,48399,"0500000US48399",0
"2661","Texas","TX","Rusk","TX",49,48401,"0500000US48401",0
"2662","Texas","TX","Sabine","TX",49,48403,"0500000US48403",0
"2663","Texas","TX","San Augustine","TX",49,48405,"0500000US48405",0
"2664","Texas","TX","San Jacinto","TX",49,48407,"0500000US48407",0
"2665","Texas","TX","San Patricio","TX",49,48409,"0500000US48409",0
"2666","Texas","TX","San Saba","TX",49,48411,"0500000US48411",0
"2667","Texas","TX","Schleicher","TX",49,48413,"0500000US48413",0
"2668","Texas","TX","Scurry","TX",49,48415,"0500000US48415",0
"2669","Texas","TX","Shackelford","TX",49,48417,"0500000US48417",0
"2670","Texas","TX","Shelby","TX",49,48419,"0500000US48419",0
"2671","Texas","TX","Sherman","TX",49,48421,"0500000US48421",1
"2672","Texas","TX","Smith","TX",49,48423,"0500000US48423",0
"2673","Texas","TX","Somervell","TX",49,48425,"0500000US48425",0
"2674","Texas","TX","Starr","TX",49,48427,"0500000US48427",0
"2675","Texas","TX","Stephens","TX",49,48429,"0500000US48429",0
"2676","Texas","TX","Sterling","TX",49,48431,"0500000US48431",0
"2677","Texas","TX","Stonewall","TX",49,48433,"0500000US48433",0
"2678","Texas","TX","Sutton","TX",49,48435,"0500000US48435",0
"2679","Texas","TX","Swisher","TX",49,48437,"0500000US48437",1
"2680","Texas","TX","Tarrant","TX",49,48439,"0500000US48439",0
"2681","Texas","TX","Taylor","TX",49,48441,"0500000US48441",0
"2682","Texas","TX","Terrell","TX",49,48443,"0500000US48443",0
"2683","Texas","TX","Terry","TX",49,48445,"0500000US48445",0
"2684","Texas","TX","Throckmorton","TX",49,48447,"0500000US48447",0
"2685","Texas","TX","Titus","TX",49,48449,"0500000US48449",0
"2686","Texas","TX","Tom Green","TX",49,48451,"0500000US48451",0
"2687","Texas","TX","Travis","TX",49,48453,"0500000US48453",0
"2688","Texas","TX","Trinity","TX",49,48455,"0500000US48455",0
"2689","Texas","TX","Tyler","TX",49,48457,"0500000US48457",0
"2690","Texas","TX","Upshur","TX",49,48459,"0500000US48459",0
"2691","Texas","TX","Upton","TX",49,48461,"0500000US48461",0
"2692","Texas","TX","Uvalde","TX",49,48463,"0500000US48463",0
"2693","Texas","TX","Val Verde","TX",49,48465,"0500000US48465",0
"2694","Texas","TX","Van Zandt","TX",49,48467,"0500000US48467",0
"2695","Texas","TX","Victoria","TX",49,48469,"0500000US48469",0
"2696","Texas","TX","Walker","TX",49,48471,"0500000US48471",0
"2697","Texas","TX","Waller","TX",49,48473,"0500000US48473",0
"2698","Texas","TX","Ward","TX",49,48475,"0500000US48475",0
"2699","Texas","TX","Washington","TX",49,48477,"0500000US48477",0
"2700","Texas","TX","Webb","TX",49,48479,"0500000US48479",0
"2701","Texas","TX","Wharton","TX",49,48481,"0500000US48481",0
"2702","Texas","TX","Wheeler","TX",49,48483,"0500000US48483",1
"2703","Texas","TX","Wichita","TX",49,48485,"0500000US48485",0
"2704","Texas","TX","Wilbarger","TX",49,48487,"0500000US48487",0
"2705","Texas","TX","Willacy","TX",49,48489,"0500000US48489",0
"2706","Texas","TX","Williamson","TX",49,48491,"0500000US48491",0
"2707","Texas","TX","Wilson","TX",49,48493,"0500000US48493",0
"2708","Texas","TX","Winkler","TX",49,48495,"0500000US48495",0
"2709","Texas","TX","Wise","TX",49,48497,"0500000US48497",0
"2710","Texas","TX","Wood","TX",49,48499,"0500000US48499",0
"2711","Texas","TX","Yoakum","TX",49,48501,"0500000US48501",0
"2712","Texas","TX","Young","TX",49,48503,"0500000US48503",0
"2713","Texas","TX","Zapata","TX",49,48505,"0500000US48505",0
"2714","Texas","TX","Zavala","TX",49,48507,"0500000US48507",0
"2715","Texas","TX","Nacogdoches","TX",49,48347,"0500000US48347",0
"2716","Texas","TX","Navarro","TX",49,48349,"0500000US48349",0
"2717","Texas","TX","Newton","TX",49,48351,"0500000US48351",0
"2718","Texas","TX","Hale","TX",49,48189,"0500000US48189",1
"2719","Texas","TX","Hall","TX",49,48191,"0500000US48191",1
"2720","Texas","TX","Hamilton","TX",49,48193,"0500000US48193",0
"2721","Texas","TX","Hansford","TX",49,48195,"0500000US48195",1
"2722","Texas","TX","Hardeman","TX",49,48197,"0500000US48197",0
"2723","Texas","TX","Hardin","TX",49,48199,"0500000US48199",0
"2724","Texas","TX","Harris","TX",49,48201,"0500000US48201",0
"2725","Texas","TX","Fayette","TX",49,48149,"0500000US48149",0
"2726","Texas","TX","Dickens","TX",49,48125,"0500000US48125",0
"2727","Texas","TX","Dimmit","TX",49,48127,"0500000US48127",0
"2728","Texas","TX","Donley","TX",49,48129,"0500000US48129",1
"2729","Texas","TX","Duval","TX",49,48131,"0500000US48131",0
"2730","Texas","TX","Eastland","TX",49,48133,"0500000US48133",0
"2731","Texas","TX","Ector","TX",49,48135,"0500000US48135",0
"2732","Texas","TX","Edwards","TX",49,48137,"0500000US48137",0
"2733","Texas","TX","El Paso","TX",49,48141,"0500000US48141",0
"2734","Texas","TX","Ellis","TX",49,48139,"0500000US48139",0
"2735","Texas","TX","Erath","TX",49,48143,"0500000US48143",0
"2736","Texas","TX","Falls","TX",49,48145,"0500000US48145",0
"2737","Texas","TX","Fannin","TX",49,48147,"0500000US48147",0
"2738","Texas","TX","Montgomery","TX",49,48339,"0500000US48339",0
"2739","Texas","TX","Fisher","TX",49,48151,"0500000US48151",0
"2740","Texas","TX","Floyd","TX",49,48153,"0500000US48153",0
"2741","Texas","TX","Foard","TX",49,48155,"0500000US48155",0
"2742","Texas","TX","Fort Bend","TX",49,48157,"0500000US48157",0
"2743","Texas","TX","Franklin","TX",49,48159,"0500000US48159",0
"2744","Texas","TX","Medina","TX",49,48325,"0500000US48325",0
"2745","Texas","TX","Menard","TX",49,48327,"0500000US48327",0
"2746","Texas","TX","Midland","TX",49,48329,"0500000US48329",0
"2747","Texas","TX","Milam","TX",49,48331,"0500000US48331",0
"2748","Texas","TX","Mills","TX",49,48333,"0500000US48333",0
"2749","Texas","TX","Mitchell","TX",49,48335,"0500000US48335",0
"2750","Texas","TX","Montague","TX",49,48337,"0500000US48337",0
"2751","Texas","TX","Glasscock","TX",49,48173,"0500000US48173",0
"2752","Texas","TX","Moore","TX",49,48341,"0500000US48341",1
"2753","Texas","TX","Morris","TX",49,48343,"0500000US48343",0
"2754","Texas","TX","Motley","TX",49,48345,"0500000US48345",0
"2755","Texas","TX","Gregg","TX",49,48183,"0500000US48183",0
"2756","Texas","TX","Grimes","TX",49,48185,"0500000US48185",0
"2757","Texas","TX","Guadalupe","TX",49,48187,"0500000US48187",0
"2758","Texas","TX","Freestone","TX",49,48161,"0500000US48161",0
"2759","Texas","TX","Frio","TX",49,48163,"0500000US48163",0
"2760","Texas","TX","Gaines","TX",49,48165,"0500000US48165",0
"2761","Texas","TX","Galveston","TX",49,48167,"0500000US48167",0
"2762","Texas","TX","Garza","TX",49,48169,"0500000US48169",0
"2763","Texas","TX","Gillespie","TX",49,48171,"0500000US48171",0
"2764","Texas","TX","Grayson","TX",49,48181,"0500000US48181",0
"2765","Texas","TX","Goliad","TX",49,48175,"0500000US48175",0
"2766","Texas","TX","Gonzales","TX",49,48177,"0500000US48177",0
"2767","Texas","TX","Gray","TX",49,48179,"0500000US48179",1
"2768","Utah","UT","Iron","UT",67,49021,"0500000US49021",0
"2769","Utah","UT","Morgan","UT",67,49029,"0500000US49029",0
"2770","Utah","UT","Piute","UT",67,49031,"0500000US49031",0
"2771","Utah","UT","Carbon","UT",67,49007,"0500000US49007",0
"2772","Utah","UT","Daggett","UT",67,49009,"0500000US49009",0
"2773","Utah","UT","Davis","UT",67,49011,"0500000US49011",0
"2774","Utah","UT","Duchesne","UT",67,49013,"0500000US49013",0
"2775","Utah","UT","Emery","UT",67,49015,"0500000US49015",0
"2776","Utah","UT","Garfield","UT",67,49017,"0500000US49017",0
"2777","Utah","UT","Grand","UT",67,49019,"0500000US49019",0
"2778","Utah","UT","Uintah","UT",67,49047,"0500000US49047",0
"2779","Utah","UT","Juab","UT",67,49023,"0500000US49023",0
"2780","Utah","UT","Kane","UT",67,49025,"0500000US49025",0
"2781","Utah","UT","Millard","UT",67,49027,"0500000US49027",0
"2782","Utah","UT","Wayne","UT",67,49055,"0500000US49055",0
"2783","Utah","UT","Weber","UT",67,49057,"0500000US49057",0
"2784","Utah","UT","Rich","UT",67,49033,"0500000US49033",0
"2785","Utah","UT","Salt Lake","UT",67,49035,"0500000US49035",0
"2786","Utah","UT","San Juan","UT",67,49037,"0500000US49037",0
"2787","Utah","UT","Sanpete","UT",67,49039,"0500000US49039",0
"2788","Utah","UT","Sevier","UT",67,49041,"0500000US49041",0
"2789","Utah","UT","Summit","UT",67,49043,"0500000US49043",0
"2790","Utah","UT","Tooele","UT",67,49045,"0500000US49045",0
"2791","Utah","UT","Beaver","UT",67,49001,"0500000US49001",0
"2792","Utah","UT","Utah","UT",67,49049,"0500000US49049",0
"2793","Utah","UT","Wasatch","UT",67,49051,"0500000US49051",0
"2794","Utah","UT","Washington","UT",67,49053,"0500000US49053",0
"2795","Utah","UT","Box Elder","UT",67,49003,"0500000US49003",0
"2796","Utah","UT","Cache","UT",67,49005,"0500000US49005",0
"2797","Vermont","VT","Orange",NA,6,50017,"0500000US50017",0
